good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Ne kadar öfkelensek de kendimizi kontrol etmek zorundayız.,Ne kadar öfkelensek de bizi kontrol etmek zorundayız.,kendimizi,bizi,zorundayız,binding
Davul çalarken kendimi tamamen ritme kaptırıyorum.,Davul çalarken beni tamamen ritme kaptırıyorum.,kendimi,beni,kaptırıyorum,binding
Eleştirilere kulak asmayıp kendimi geliştirmeye devam ediyorum.,Eleştirilere kulak asmayıp beni geliştirmeye devam ediyorum.,kendimi,beni,ediyorum,binding
Düzenli spor yapınca kendini daha iyi hissediyor.,Düzenli spor yapınca seni daha iyi hissediyor.,kendini,seni,hissediyor,binding
Tatilden dönünce kendimizi sıkı bir beslenme programına sokarız.,Tatilden dönünce bizi sıkı bir beslenme programına sokarız.,kendimizi,bizi,sokarız,binding
Onunla yüzleşmek için kendimi uzun süre hazırladım.,Onunla yüzleşmek için beni uzun süre hazırladım.,kendimi,beni,hazırladım,binding
Artık işe gitmeden önce kendime beslenme çantası hazırlıyorum.,Artık işe gitmeden önce bana beslenme çantası hazırlıyorum.,kendime,bana,hazırlıyorum,binding
Kitap okurken genellikle kendimi baş karakterle özdeşleştiririm.,Kitap okurken genellikle beni baş karakterle özdeşleştiririm.,kendimi,beni,özdeşleştiririm,binding
Aynaya bakınca kendimi tanıyamadım.,Aynaya bakınca beni tanıyamadım.,kendimi,beni,tanıyamadım,binding
Zaten cüzdanını kaybettiğinde önce kendini suçlamıştın.,Zaten cüzdanını kaybettiğinde önce seni suçlamıştın.,kendini,seni,suçlamıştın,binding
Gün içinde bazen kendimi kötü şeyler düşünürken buluyorum.,Gün içinde bazen beni kötü şeyler düşünürken buluyorum.,kendimi,beni,buluyorum,binding
Birilerine yardımın dokunursa kendini daha iyi hissedersin.,Birilerine yardımın dokunursa seni daha iyi hissedersin.,kendini,seni,hissedersin,binding
Dans ederken kendimi fazla kaptırıyorum.,Dans ederken beni fazla kaptırıyorum.,kendimi,beni,kaptırıyorum,binding
Gece sokakta yalnız yürürken kendimizi gergin hissedebiliriz.,Gece sokakta yalnız yürürken bizi gergin hissedebiliriz.,kendimizi,bizi,hissedebiliriz,binding
Anı kaçırmamak için kendimi telefonu elimden bırakmaya zorladım.,Anı kaçırmamak için beni telefonu elimden bırakmaya zorladım.,kendimi,beni,zorladım,binding
Trafikte sinirlendiğimde kendimi derin derin nefes alarak sakinleştiriyorum.,Trafikte sinirlendiğimde beni derin derin nefes alarak sakinleştiriyorum.,kendimi,beni,sakinleştiriyorum,binding
Restoranda tek başına yemek yerken kendimi rahatsız hissediyorum.,Restoranda tek başına yemek yerken beni rahatsız hissediyorum.,kendimi,beni,hissediyorum,binding
Kamp yaparken zorlansak da kendimizi doğanın tadını çıkarmaya odakladık.,Kamp yaparken zorlansak da bizi doğanın tadını çıkarmaya odakladık.,kendimizi,bizi,odakladık,binding
Sahneye hazırlanırken kendini karakterin ruh haline sokuyorsun.,Sahneye hazırlanırken seni karakterin ruh haline sokuyorsun.,kendini,seni,sokuyorsun,binding
Sunuma başlamadan önce kendini tanıtabilirsin.,Sunuma başlamadan önce seni tanıtabilirsin.,kendini,seni,tanıtabilirsin,binding
Elimden geleni yaptığımı biliyorsam kendime daha fazla yüklenmem.,Elimden geleni yaptığımı biliyorsam bana daha fazla yüklenmem.,kendime,bana,yüklenmem,binding
Bu kadar duygusal olduğum için kendime bazen kızıyorum.,Bu kadar duygusal olduğum için bana bazen kızıyorum.,kendime,bana,kızıyorum,binding
Elle tutulur bir derdin olmayınca kendine yapay dertler yaratıyorsun.,Elle tutulur bir derdin olmayınca sana yapay dertler yaratıyorsun.,kendine,sana,yaratıyorsun,binding
Sabırlı olmaya çalışsam da kendimi bir yerden sonra tutamadım.,Sabırlı olmaya çalışsam da beni bir yerden sonra tutamadım.,kendimi,beni,tutamadım,binding
Bahar gelince kendimi daha çocuksu hissediyorum.,Bahar gelince beni daha çocuksu hissediyorum.,kendimi,beni,hissediyorum,binding
Oynamaya başladığında kendini tamamen oyuna kaptırdın.,Oynamaya başladığında seni tamamen oyuna kaptırdın.,kendini,seni,kaptırdın,binding
Yolda yürürken kendimi düşüncelere dalmış buluyorum.,Yolda yürürken beni düşüncelere dalmış buluyorum.,kendimi,beni,buluyorum,binding
Hedeflerine ulaşmak için kendine güvenmelisin.,Hedeflerine ulaşmak için sana güvenmelisin.,kendine,sana,güvenmelisin,binding
İş yerinde kendimi çok rahat hissediyorum.,İş yerinde beni çok rahat hissediyorum.,kendimi,beni,hissediyorum,binding
Güzel bir gün geçirdikten sonra kendimi mutlu hissediyorum.,Güzel bir gün geçirdikten sonra beni mutlu hissediyorum.,kendimi,beni,hissediyorum,binding
Gelecekteki başarılarım için kendimi hazırlamalıyım.,Gelecekteki başarılarım için beni hazırlamalıyım.,kendimi,beni,hazırlamalıyım,binding
Özgür hissetmek için kendimi dışarıda vakit geçirmeye zorladım.,Özgür hissetmek için beni dışarıda vakit geçirmeye zorladım.,kendimi,beni,zorladım,binding
Arkadaşlarımla eğlenirken kendimi daha enerjik hissediyorum.,Arkadaşlarımla eğlenirken beni daha enerjik hissediyorum.,kendimi,beni,hissediyorum,binding
Her sabah kendimi egzersiz yapmaya motive ediyorum.,Her sabah beni egzersiz yapmaya motive ediyorum.,kendimi,beni,motive ediyorum,binding
Yürüyüşe çıkarken kendimi daha huzurlu hissediyorum.,Yürüyüşe çıkarken beni daha huzurlu hissediyorum.,kendimi,beni,hissediyorum,binding
Kendimi geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.,Beni geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.,kendimi,beni,çalışıyorum,binding
Köpeğimi gezdirirken kendimi mutlu hissediyorum.,Köpeğimi gezdirirken beni mutlu hissediyorum.,kendimi,beni,hissediyorum,binding
İlerisi için adım atarken kendime güveniyorum.,İlerisi için adım atarken bana güveniyorum.,kendime,bana,güveniyorum,binding
Kendimi uzun bir süredir huzurlu hissediyorum.,Beni uzun bir süredir huzurlu hissediyorum.,kendimi,beni,hissediyorum,binding
Bunu başardığımda kendimi çok gururlu hissedeceğim.,Bunu başardığımda beni çok gururlu hissedeceğim.,kendimi,beni,hissedeceğim,binding
İyi yemek yapmak için kendimi mutfakta geliştiriyorum.,İyi yemek yapmak için beni mutfakta geliştiriyorum.,kendimi,beni,geliştiriyorum,binding
Kendimi sakinleştirmek için derin nefes alıyorum.,Beni sakinleştirmek için derin nefes alıyorum.,kendimi,beni,alıyorum,binding
Her sabah uyandığımda kendimi enerjik hissediyorum.,Her sabah uyandığımda beni enerjik hissediyorum.,kendimi,beni,hissediyorum,binding
Başarıya ulaşmak için kendime küçük hedefler koyuyorum.,Başarıya ulaşmak için bana küçük hedefler koyuyorum.,kendime,bana,koyuyorum,binding
Müze gezmeye giderken kendimi sanata daha yakın hissediyorum.,Müze gezmeye giderken beni sanata daha yakın hissediyorum.,kendimi,beni,hissediyorum,binding
Yeni projeye başladığımda kendimi çok heyecanlı hissediyorum.,Yeni projeye başladığımda beni çok heyecanlı hissediyorum.,kendimi,beni,hissediyorum,binding
Doktorumla görüştükten sonra kendimi daha rahat hissediyorum.,Doktorumla görüştükten sonra beni daha rahat hissediyorum.,kendimi,beni,hissediyorum,binding
Eğitim seminerinde kendimi profesyonel hissediyorum.,Eğitim seminerinde beni profesyonel hissediyorum.,kendimi,beni,hissediyorum,binding
Geceleri çalışırken kendimi verimli hissediyorum.,Geceleri çalışırken beni verimli hissediyorum.,kendimi,beni,hissediyorum,binding
Öğrenci kulüplerine katıldığımda kendimi sosyal hissediyorum.,Öğrenci kulüplerine katıldığımda beni sosyal hissediyorum.,kendimi,beni,hissediyorum,binding
Köpeğimi parka götürdüğümde kendimi daha enerjik hissediyorum.,Köpeğimi parka götürdüğümde beni daha enerjik hissediyorum.,kendimi,beni,hissediyorum,binding
Bir toplantıya hazırlık yaparken kendimi tamamen odaklanmış hissediyorum.,Bir toplantıya hazırlık yaparken beni tamamen odaklanmış hissediyorum.,kendimi,beni,hissediyorum,binding
Ders çalışırken kendimi odaklanmaya zorladım.,Ders çalışırken beni odaklanmaya zorladım.,kendimi,beni,zorladım,binding
Kulaklıklarımı takıp kendimi müziğe bırakıyorum.,Kulaklıklarımı takıp beni müziğe bırakıyorum.,kendimi,beni,bırakıyorum,binding
İşlerin yoğunluğu arasında kendimi birkaç dakikalığına huzurlu bir ortamda buldum.,İşlerin yoğunluğu arasında beni birkaç dakikalığına huzurlu bir ortamda buldum.,kendimi,beni,buldum,binding
Yoğun bir hafta sonu sonrası kendimi bir fincan kahveyle ödüllendiriyorum.,Yoğun bir hafta sonu sonrası beni bir fincan kahveyle ödüllendiriyorum.,kendimi,beni,ödüllendiriyorum,binding
Hedefime ulaşmak için kendimi sıkı çalışmaya alıştırdım.,Hedefime ulaşmak için beni sıkı çalışmaya alıştırdım.,kendimi,beni,alıştırdım,binding
Çalışmaya başlamadan önce kendimi düzene soktum..,Çalışmaya başlamadan önce beni düzene soktum.,kendimi,beni,soktum,binding
Bir arkadaşımı desteklerken kendimi ona daha yakın hissediyorum.,Bir arkadaşımı desteklerken beni ona daha yakın hissediyorum.,kendimi,beni,hissediyorum,binding
Yaz tatilinde kendimi rahatlamış hissediyorum.,Yaz tatilinde beni rahatlamış hissediyorum.,kendimi,beni,hissediyorum,binding
Yeni projeye başlamak için kendimi motive ediyorum.,Yeni projeye başlamak için beni motive ediyorum.,kendimi,beni,ediyorum,binding
Köpeğimi eğitirken kendimi sabırlı olmaya zorluyorum.,Köpeğimi eğitirken beni sabırlı olmaya zorluyorum.,kendimi,beni,zorlıyorum,binding
Dışarıda yürüyüş yaparken kendimi özgür hissediyorum.,Dışarıda yürüyüş yaparken beni özgür hissediyorum.,kendimi,beni,hissediyorum,binding
Sunum yaparken kendimi çok heyecanlı hissediyorum.,Sunum yaparken beni çok heyecanlı hissediyorum.,kendimi,beni,hissediyorum,binding
Kamp yaparken zorlansam da kendimi doğayla iç içe buluyorum.,Kamp yaparken zorlansam da beni doğayla iç içe buluyorum.,kendimi,beni,buluyorum,binding
İlk defa tek başıma seyahate çıktığımda kendimi biraz kaybolmuş hissettim.,İlk defa tek başıma seyahate çıktığımda beni biraz kaybolmuş hissettim.,kendimi,beni,hissettim,binding
İş görüşmesi yaparken kendimi oldukça gergin hissettim.,İş görüşmesi yaparken beni oldukça gergin hissettim.,kendimi,beni,hissettim,binding
Değerimi bildiğim için kendime her ortamda güvenirim.,Değerimi bildiğim için bana her ortamda güvenirim.,kendime,bana,güvenirim,binding
Yeni bir dil öğrenmeye çalışırken kendimi başlarda biraz zorlarım.,Yeni bir dil öğrenmeye çalışırken beni başlarda biraz zorlarım.,kendimi,beni,zorlarım,binding
Eğitimler sonunda kendimi çok daha yetkin hissediyorum.,Eğitimler sonunda beni çok daha yetkin hissediyorum.,kendimi,beni,hissediyorum,binding
Ailemi uzun süre görmeyince kendimi eksik hissettim.,Ailemi uzun süre görmeyince beni eksik hissettim.,kendimi,beni,hissettim,binding
Seyahate çıkınca kendimi sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.,Seyahate çıkınca beni sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.,kendimi,beni,teşvik ediyorum,binding
Kamp alanında hazırlıkları yaparken kendimi çok daha kontrollü hissediyorum.,Kamp alanında hazırlıkları yaparken beni çok daha kontrollü hissediyorum.,kendimi,beni,hissediyorum,binding
Bir şeyler öğrenirken kendimi daha açık fikirli olmaya zorluyorum.,Bir şeyler öğrenirken beni daha açık fikirli olmaya zorluyorum.,kendimi,beni,zorluyorum,binding
Önemli işler yaparken kendimi doğru kararlar almaya odaklıyorum.,Önemli işler yaparken beni doğru kararlar almaya odaklıyorum.,kendimi,beni,odaklıyorum,binding
Terfi aldıktan sonra kendime hediye aldım.,Terfi aldıktan sonra bana hediye aldım.,kendime,bana,aldım,binding
Terfi aldıktan sonra kendime promosyon aldım.,Terfi aldıktan sonra bana promosyon aldım.,kendime,bana,aldım,binding
Terfi aldıktan sonra kendime hatır aldım.,Terfi aldıktan sonra bana hatır aldım.,kendime,bana,aldım,binding
Terfi aldıktan sonra kendime oyuncak aldım.,Terfi aldıktan sonra bana oyuncak aldım.,kendime,bana,aldım,binding
Terfi aldıktan sonra kendime indirim aldım.,Terfi aldıktan sonra bana indirim aldım.,kendime,bana,aldım,binding
Terfi aldıktan sonra kendime kredi aldım.,Terfi aldıktan sonra bana kredi aldım.,kendime,bana,aldım,binding
Terfi aldıktan sonra kendime par aldım.,Terfi aldıktan sonra bana par aldım.,kendime,bana,aldım,binding
Terfi aldıktan sonra kendime ur aldım.,Terfi aldıktan sonra bana ur aldım.,kendime,bana,aldım,binding
Terfi aldıktan sonra kendime mesaj aldım.,Terfi aldıktan sonra bana mesaj aldım.,kendime,bana,aldım,binding
Buradan anlıyoruz ki kendine artık güveniyorsun.,Buradan anlıyoruz ki sana artık güveniyorsun.,kendine,sana,güveniyorsun,binding
Belli ki buradan anlıyoruz ki kendine artık güveniyorsun.,Belli ki buradan anlıyoruz ki sana artık güveniyorsun.,kendine,sana,güveniyorsun,binding
Görünüşe göre buradan anlıyoruz ki kendine artık güveniyorsun.,Görünüşe göre buradan anlıyoruz ki sana artık güveniyorsun.,kendine,sana,güveniyorsun,binding
O halde buradan anlıyoruz ki kendine artık güveniyorsun.,O halde buradan anlıyoruz ki sana artık güveniyorsun.,kendine,sana,güveniyorsun,binding
Yani buradan anlıyoruz ki kendine artık güveniyorsun.,Yani buradan anlıyoruz ki sana artık güveniyorsun.,kendine,sana,güveniyorsun,binding
Anlaşılan buradan anlıyoruz ki kendine artık güveniyorsun.,Anlaşılan buradan anlıyoruz ki sana artık güveniyorsun.,kendine,sana,güveniyorsun,binding
Şu halde buradan anlıyoruz ki kendine artık güveniyorsun.,Şu halde buradan anlıyoruz ki sana artık güveniyorsun.,kendine,sana,güveniyorsun,binding
Öyle görünüyor ki buradan anlıyoruz ki kendine artık güveniyorsun.,Öyle görünüyor ki buradan anlıyoruz ki sana artık güveniyorsun.,kendine,sana,güveniyorsun,binding
Demek ki buradan anlıyoruz ki kendine artık güveniyorsun.,Demek ki buradan anlıyoruz ki sana artık güveniyorsun.,kendine,sana,güveniyorsun,binding
Sahneye çıkmadan önce kendine aynada son bir defa bak.,Sahneye çıkmadan önce sana aynada son bir defa bak.,kendine,sana,bak,binding
Sahneye çıkmadan önce kendine aynada son bir ker bak.,Sahneye çıkmadan önce sana aynada son bir ker bak.,kendine,sana,bak,binding
Sahneye çıkmadan önce kendine aynada son bir gün bak.,Sahneye çıkmadan önce sana aynada son bir gün bak.,kendine,sana,bak,binding
Sahneye çıkmadan önce kendine aynada son bir ay bak.,Sahneye çıkmadan önce sana aynada son bir ay bak.,kendine,sana,bak,binding
Sahneye çıkmadan önce kendine aynada son bir adet bak.,Sahneye çıkmadan önce sana aynada son bir adet bak.,kendine,sana,bak,binding
Sahneye çıkmadan önce kendine aynada son bir kere bak.,Sahneye çıkmadan önce sana aynada son bir kere bak.,kendine,sana,bak,binding
Sahneye çıkmadan önce kendine aynada son bir saat bak.,Sahneye çıkmadan önce sana aynada son bir saat bak.,kendine,sana,bak,binding
Sahneye çıkmadan önce kendine aynada son bir sayı bak.,Sahneye çıkmadan önce sana aynada son bir sayı bak.,kendine,sana,bak,binding
Sahneye çıkmadan önce kendine ekranda son bir kez bak.,Sahneye çıkmadan önce sana ekranda son bir kez bak.,kendine,sana,bak,binding
Böyle yerlerde kendimizi onun yerine koyuyoruz.,Böyle yerlerde bizi onun yerine koyuyoruz.,kendimizi,bizi,koyuyoruz,binding
Böyle zamanlarda kendimizi onun yerine koyuyoruz.,Böyle zamanlarda bizi onun yerine koyuyoruz.,kendimizi,bizi,koyuyoruz,binding
Böyle olaylarda kendimizi onun yerine koyuyoruz.,Böyle olaylarda bizi onun yerine koyuyoruz.,kendimizi,bizi,koyuyoruz,binding
Böyle durumlarda kendimizi onun yerine koyuyoruz.,Böyle durumlarda bizi onun yerine koyuyoruz.,kendimizi,bizi,koyuyoruz,binding
Böyle hallarda kendimizi onun yerine koyuyoruz.,Böyle hallarda bizi onun yerine koyuyoruz.,kendimizi,bizi,koyuyoruz,binding
Böyle anlarda kendimizi onun yerine koyuyoruz.,Böyle anlarda bizi onun yerine koyuyoruz.,kendimizi,bizi,koyuyoruz,binding
Böyle sekillerde kendimizi onun yerine koyuyoruz.,Böyle sekillerde bizi onun yerine koyuyoruz.,kendimizi,bizi,koyuyoruz,binding
Demek ki böyle durumlarda kendimizi onun yerine koyuyoruz.,Demek ki böyle durumlarda bizi onun yerine koyuyoruz.,kendimizi,bizi,koyuyoruz,binding
Anlaşılan böyle durumlarda kendimizi onun yerine koyuyoruz.,Anlaşılan böyle durumlarda bizi onun yerine koyuyoruz.,kendimizi,bizi,koyuyoruz,binding
Ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.,Ortam gerilince sizi sakinleştirmeyi bilmelisiniz.,kendinizi,sizi,bilmelisiniz,binding
Demek ki ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.,Demek ki ortam gerilince sizi sakinleştirmeyi bilmelisiniz.,kendinizi,sizi,bilmelisiniz,binding
Belli ki ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.,Belli ki ortam gerilince sizi sakinleştirmeyi bilmelisiniz.,kendinizi,sizi,bilmelisiniz,binding
Görünüşe göre ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.,Görünüşe göre ortam gerilince sizi sakinleştirmeyi bilmelisiniz.,kendinizi,sizi,bilmelisiniz,binding
Anlaşılan ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.,Anlaşılan ortam gerilince sizi sakinleştirmeyi bilmelisiniz.,kendinizi,sizi,bilmelisiniz,binding
Yani ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.,Yani ortam gerilince sizi sakinleştirmeyi bilmelisiniz.,kendinizi,sizi,bilmelisiniz,binding
Şu halde ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.,Şu halde ortam gerilince sizi sakinleştirmeyi bilmelisiniz.,kendinizi,sizi,bilmelisiniz,binding
Anlaşılıyor ki ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.,Anlaşılıyor ki ortam gerilince sizi sakinleştirmeyi bilmelisiniz.,kendinizi,sizi,bilmelisiniz,binding
O halde ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.,O halde ortam gerilince sizi sakinleştirmeyi bilmelisiniz.,kendinizi,sizi,bilmelisiniz,binding
Bence kendini objektif bir sekilde değerlendirmişsin.,Bence seni objektif bir sekilde değerlendirmişsin.,kendini,seni,değerlendirmişsin,binding
Bence kendini objektif bir yerde değerlendirmişsin.,Bence seni objektif bir yerde değerlendirmişsin.,kendini,seni,değerlendirmişsin,binding
Bence kendini objektif bir sekte değerlendirmişsin.,Bence seni objektif bir sekte değerlendirmişsin.,kendini,seni,değerlendirmişsin,binding
Bence kendini objektif bir pozisyonda değerlendirmişsin.,Bence seni objektif bir pozisyonda değerlendirmişsin.,kendini,seni,değerlendirmişsin,binding
Bence kendini objektif bir durumda değerlendirmişsin.,Bence seni objektif bir durumda değerlendirmişsin.,kendini,seni,değerlendirmişsin,binding
Bence kendini objektif bir renkte değerlendirmişsin.,Bence seni objektif bir renkte değerlendirmişsin.,kendini,seni,değerlendirmişsin,binding
Bence kendini objektif bir konuda değerlendirmişsin.,Bence seni objektif bir konuda değerlendirmişsin.,kendini,seni,değerlendirmişsin,binding
Bence kendini objektif bir tarzda değerlendirmişsin.,Bence seni objektif bir tarzda değerlendirmişsin.,kendini,seni,değerlendirmişsin,binding
Bence kendini objektif bir nitelikte değerlendirmişsin.,Bence seni objektif bir nitelikte değerlendirmişsin.,kendini,seni,değerlendirmişsin,binding
Kafa dağıtmak için kendimi yemeğe çıkardım.,Kafa dağıtmak için beni yemeğe çıkardım.,kendimi,beni,çıkardım,binding
Kafa dağıtmak için kendimi arabaya çıkardım.,Kafa dağıtmak için beni arabaya çıkardım.,kendimi,beni,çıkardım,binding
Kafa dağıtmak için kendimi alkole çıkardım.,Kafa dağıtmak için beni alkole çıkardım.,kendimi,beni,çıkardım,binding
Kafa dağıtmak için kendimi filme çıkardım.,Kafa dağıtmak için beni filme çıkardım.,kendimi,beni,çıkardım,binding
Kafa dağıtmak için kendimi servise çıkardım.,Kafa dağıtmak için beni servise çıkardım.,kendimi,beni,çıkardım,binding
Kafa dağıtmak için kendimi eve çıkardım.,Kafa dağıtmak için beni eve çıkardım.,kendimi,beni,çıkardım,binding
Kafa dağıtmak için kendimi hastaneye çıkardım.,Kafa dağıtmak için beni hastaneye çıkardım.,kendimi,beni,çıkardım,binding
Kafa dağıtmak için kendimi okula çıkardım.,Kafa dağıtmak için beni okula çıkardım.,kendimi,beni,çıkardım,binding
Anlaşılan kafa dağıtmak için kendimi yemeğe çıkardım.,Anlaşılan kafa dağıtmak için beni yemeğe çıkardım.,kendimi,beni,çıkardım,binding
Tatil için kendimize birkaç parça bir şeyler aldık.,Tatil için bize birkaç parça bir şeyler aldık.,kendimize,bize,aldık,binding
Tatil için kendimize birkaç parça bir olaylar aldık.,Tatil için bize birkaç parça bir olaylar aldık.,kendimize,bize,aldık,binding
Tatil için kendimize birkaç parça bir hareketler aldık.,Tatil için bize birkaç parça bir hareketler aldık.,kendimize,bize,aldık,binding
Tatil için kendimize birkaç parça bir insanlar aldık.,Tatil için bize birkaç parça bir insanlar aldık.,kendimize,bize,aldık,binding
Tatil için kendimize birkaç parça bir kelimeler aldık.,Tatil için bize birkaç parça bir kelimeler aldık.,kendimize,bize,aldık,binding
Tatil için kendimize birkaç parça bir fiiller aldık.,Tatil için bize birkaç parça bir fiiller aldık.,kendimize,bize,aldık,binding
Tatil için kendimize birkaç parça bir kişiler aldık.,Tatil için bize birkaç parça bir kişiler aldık.,kendimize,bize,aldık,binding
Tatil için kendimize birkaç parça bir durumlar aldık.,Tatil için bize birkaç parça bir durumlar aldık.,kendimize,bize,aldık,binding
Tatil için kendimize birkaç parça bir kimseler aldık.,Tatil için bize birkaç parça bir kimseler aldık.,kendimize,bize,aldık,binding
Her şey iyi olacak diye kendimi sürekli hipnoz ediyorum.,Her şey iyi olacak diye beni sürekli hipnoz ediyorum.,kendimi,beni,ediyorum,binding
Her şey iyi olacak diye kendimi sürekli tehdit ediyorum.,Her şey iyi olacak diye beni sürekli tehdit ediyorum.,kendimi,beni,ediyorum,binding
Her şey iyi olacak diye kendimi sürekli destek ediyorum.,Her şey iyi olacak diye beni sürekli destek ediyorum.,kendimi,beni,ediyorum,binding
Her şey iyi olacak diye kendimi sürekli tedavi ediyorum.,Her şey iyi olacak diye beni sürekli tedavi ediyorum.,kendimi,beni,ediyorum,binding
Her şey iyi olacak diye kendimi sürekli ikna ediyorum.,Her şey iyi olacak diye beni sürekli ikna ediyorum.,kendimi,beni,ediyorum,binding
Her şey iyi olacak diye kendimi sürekli şiddet ediyorum.,Her şey iyi olacak diye beni sürekli şiddet ediyorum.,kendimi,beni,ediyorum,binding
Her şey iyi olacak diye kendimi sürekli film ediyorum.,Her şey iyi olacak diye beni sürekli film ediyorum.,kendimi,beni,ediyorum,binding
Her şey iyi olacak diye kendimi sürekli aldatmaca ediyorum.,Her şey iyi olacak diye beni sürekli aldatmaca ediyorum.,kendimi,beni,ediyorum,binding
Her şey iyi olacak diye kendimi sürekli hareket ediyorum.,Her şey iyi olacak diye beni sürekli hareket ediyorum.,kendimi,beni,ediyorum,binding
Seçimlerde kendini vekil göstermeliydin.,Seçimlerde seni vekil göstermeliydin.,kendini,seni,göstermeliydin,binding
Seçimlerde kendini başkan göstermeliydin.,Seçimlerde seni başkan göstermeliydin.,kendini,seni,göstermeliydin,binding
Seçimlerde kendini milletvekili göstermeliydin.,Seçimlerde seni milletvekili göstermeliydin.,kendini,seni,göstermeliydin,binding
Seçimlerde kendini avukat göstermeliydin.,Seçimlerde seni avukat göstermeliydin.,kendini,seni,göstermeliydin,binding
